,id,text,tokens,ner,pos,deps,lemmas
0,0,Dame veneno q quiero morir dame veneno\n q antes prefiero la muerte\n q dormir contigo dame veneno ay para morir\n dame veneno q quiero morir dame veneno\n q antes prefiero la muerte\n q dormir contigo dame veneno ay para morir\n ay q adelantas con tener\n ay los ojos como las moras\n si cuando sales a la calle\n que de cualquiera te enamoras\n ay mira si eres presumia\n ay mira si eres presumia\n ay que er traje de los domingos\n te lo pones to los dias\n dame veneno q quiero morir dame veneno\n q antes prefiero la muerte\n q dormir contigo dame veneno ay para morir\n dame veneno q quiero morir dame veneno\n q antes prefiero la muerte\n q dormir contigo dame veneno ay para morir\n ay levantame la chaqueta\n y mirame este costao\n veras la puñalaita\n que por tu querer me han dao\n ay virgencita los remedios\n ay tiene la cara de pena\n que porque to los aleluyas\n que ya no tienen fe en ella\n dame veneno q quiero morir dame veneno\n q antes prefiero la muerte\n q dormir contigo dame veneno ay para morir\n dame veneno q quiero morir dame veneno\n q antes prefiero la muerte\n q dormir contigo dame veneno ay para morir,"[veneno, q, quiero, morir, veneno\n, q, prefiero, muerte\n, q, dormir, veneno, ay, morir\n, veneno, q, quiero, morir, veneno\n, q, prefiero, muerte\n, q, dormir, veneno, ay, morir\n, ay, q, adelantas, tener\n, ay, ojos, moras\n, sales, a, calle\n, cualquiera, enamoras\n, ay, mira, presumia\n, ay, mira, presumia\n, ay, er, traje, domingos\n, pones, to, dias\n, veneno, q, quiero, morir, veneno\n, q, prefiero, muerte\n, q, dormir, veneno, ay, morir\n, veneno, q, quiero, morir, veneno\n, q, prefiero, muerte\n, q, dormir, veneno, ay, morir\n, ay, levanta, chaqueta\n, y, mira, costao\n, veras, puñalaita\n, querer, dao\n, ay, virgencita, remedios\n, ay, cara, pena\n, to, aleluyas\n, fe, ella\n, veneno, q, quiero, morir, veneno\n, q, prefiero, muerte\n, q, dormir, veneno, ay, morir\n, veneno, q, quiero, morir, veneno\n, q, prefiero, muerte\n, q, dormir, veneno, ay, morir]","[('muerte\\n q dormir contigo dame veneno ay para morir\\n', 'MISC'), ('muerte\\n q dormir contigo dame veneno', 'MISC'), ('moras\\n', 'MISC'), ('calle\\n', 'MISC'), ('muerte\\n q dormir contigo dame veneno ay para morir\\n', 'MISC'), ('muerte\\n q dormir contigo dame veneno ay para morir\\n', 'MISC'), ('chaqueta\\n', 'MISC'), ('costao\\n', 'MISC'), ('pena\\n', 'MISC'), ('ella\\n', 'MISC'), ('muerte\\n q dormir contigo dame veneno ay para morir\\n', 'MISC'), ('muerte\\n q dormir contigo dame veneno', 'MISC')]","['NOUN', 'CONJ', 'VERB', 'VERB', 'VERB', 'PROPN', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'INTJ', 'PROPN', 'NOUN', 'CONJ', 'VERB', 'VERB', 'VERB', 'PROPN', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'INTJ', 'PROPN', 'PROPN', 'SYM', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'PRON', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'VERB', 'DET', 'NOUN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'CONJ', 'VERB', 'VERB', 'VERB', 'PROPN', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'INTJ', 'PROPN', 'NOUN', 'CONJ', 'VERB', 'VERB', 'VERB', 'PROPN', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'INTJ', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'CONJ', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'CONJ', 'VERB', 'VERB', 'VERB', 'PROPN', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'INTJ', 'PROPN', 'NOUN', 'CONJ', 'VERB', 'VERB', 'VERB', 'PROPN', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'ADV', 'VERB']","['obj', 'cc', 'conj', 'xcomp', 'obj', 'cc', 'conj', 'obj', 'cc', 'conj', 'obj', 'advcl', 'obl', 'obj', 'cc', 'conj', 'xcomp', 'obj', 'cc', 'conj', 'obj', 'cc', 'conj', 'obj', 'advcl', 'obl', 'obj', 'obj', 'obj', 'obl', 'advcl', 'obj', 'obl', 'nsubj', 'case', 'nmod', 'nmod', 'compound', 'nsubj', 'advcl', 'punct', 'advmod', 'conj', 'punct', 'advcl', 'det', 'iobj', 'nmod', 'nsubj', 'nsubj', 'appos', 'obj', 'cc', 'conj', 'xcomp', 'obj', 'cc', 'conj', 'obj', 'cc', 'conj', 'obj', 'advcl', 'obl', 'obj', 'cc', 'conj', 'xcomp', 'obj', 'cc', 'conj', 'obj', 'cc', 'conj', 'obj', 'ccomp', 'obl', 'nsubj', 'advcl', 'obj', 'cc', 'conj', 'obj', 'flat', 'obj', 'obl', 'ccomp', 'flat', 'ccomp', 'nsubj', 'advmod', 'obj', 'nmod', 'nsubj', 'nsubj', 'obj', 'obl', 'obj', 'cc', 'conj', 'xcomp', 'obj', 'cc', 'conj', 'obj', 'cc', 'conj', 'obj', 'advcl', 'obl', 'obj', 'cc', 'conj', 'xcomp', 'obj', 'cc', 'conj', 'obj', 'cc', 'conj', 'obj', 'advcl', 'advcl']","['veneno', 'q', 'querer', 'morir', 'veneno\\n', 'q', 'preferir', 'muerte\\n', 'q', 'dormir', 'veneno', 'ay', 'morir\\n', 'veneno', 'q', 'querer', 'morir', 'veneno\\n', 'q', 'preferir', 'muerte\\n', 'q', 'dormir', 'veneno', 'ay', 'morir\\n', 'ay', 'q', 'adelantar', 'tener\\n', 'ay', 'ojo', 'moras\\n', 'salir', 'a', 'calle\\n', 'cualquiera', 'enamoras\\n', 'ay', 'mirar', 'presumia\\n', 'ay', 'mirar', 'presumia\\n', 'ay', 'er', 'traer', 'domingos\\n', 'pe', 'to', 'dias\\n', 'veneno', 'q', 'querer', 'morir', 'veneno\\n', 'q', 'preferir', 'muerte\\n', 'q', 'dormir', 'veneno', 'ay', 'morir\\n', 'veneno', 'q', 'querer', 'morir', 'veneno\\n', 'q', 'preferir', 'muerte\\n', 'q', 'dormir', 'veneno', 'ay', 'morir\\n', 'ay', 'levantar', 'chaqueta\\n', 'y', 'mirar', 'costao\\n', 'vera', 'puñalaita\\n', 'querer', 'dao\\n', 'ay', 'virgencita', 'remedios\\n', 'ay', 'caro', 'pena\\n', 'to', 'aleluyas\\n', 'fe', 'ella\\n', 'veneno', 'q', 'querer', 'morir', 'veneno\\n', 'q', 'preferir', 'muerte\\n', 'q', 'dormir', 'veneno', 'ay', 'morir\\n', 'veneno', 'q', 'querer', 'morir', 'veneno\\n', 'q', 'preferir', 'muerte\\n', 'q', 'dormir', 'veneno', 'ay', 'morir']"
